pos_txn_id,store_id,txn_date,tender,gross_amount,tax_amount,discount_amount
POS-00003074,ST-002,2025-01-27,CASH,26.89,1.88,0.0
POS-00003075,ST-008,2025-09-12,GIFT_CARD,24.13,1.69,0.0
POS-00003076,ST-004,2025-02-16,GIFT_CARD,32.87,2.3,0.0
POS-00003077,ST-005,2025-12-28,CREDIT,50.77,3.55,0.0
POS-00003078,ST-008,2025-01-22,DEBIT,22.29,1.56,0.0
POS-00003079,ST-002,2025-04-21,DEBIT,25.02,1.75,0.0
POS-00003080,ST-004,2025-02-04,CREDIT,17.9,1.25,0.0
POS-00003081,ST-001,2025-03-21,GIFT_CARD,54.82,3.84,0.0
POS-00003082,ST-004,2025-04-10,CREDIT,32.53,2.28,0.0
POS-00003083,ST-003,2025-09-13,CASH,10.51,0.74,0.0
POS-00003084,ST-008,2025-02-13,CREDIT,89.42,6.26,0.0
POS-00003085,ST-008,2025-05-10,CASH,65.32,4.57,0.0
POS-00003086,ST-006,2025-08-17,CREDIT,21.95,1.54,0.0
POS-00003087,ST-003,2025-07-14,CASH,25.82,1.81,0.0
POS-00003088,ST-001,2025-10-01,DEBIT,27.41,1.92,0.0
POS-00003089,ST-004,2025-01-01,CREDIT,34.38,2.41,0.0
POS-00003090,ST-001,2025-12-29,DEBIT,19.01,1.33,0.0
POS-00003091,ST-002,2025-09-27,GIFT_CARD,14.91,1.04,0.0
POS-00003092,ST-003,2025-10-22,GIFT_CARD,200.24,14.02,0.0
POS-00003093,ST-005,2025-10-28,DEBIT,44.98,3.15,0.0
POS-00003094,ST-005,2025-07-20,CASH,23.94,1.68,0.0
POS-00003095,ST-006,2025-07-08,CASH,23.75,1.66,0.0
POS-00003096,ST-001,2025-12-24,GIFT_CARD,25.72,1.8,0.0
POS-00003097,ST-006,2025-08-23,DEBIT,88.94,6.23,0.0
POS-00003098,ST-005,2025-11-21,CASH,21.61,1.51,0.0
POS-00003099,ST-002,2025-11-26,DEBIT,54.43,3.81,0.0
POS-00003100,ST-001,2025-03-08,CASH,42.18,2.95,0.0
POS-00003101,ST-008,2025-05-18,DEBIT,20.47,1.43,0.0
POS-00003102,ST-008,2025-01-10,GIFT_CARD,28.07,1.96,0.0
POS-00003103,ST-004,2025-02-26,CREDIT,22.47,1.57,0.0
POS-00003104,ST-002,2025-06-27,CREDIT,44.26,3.1,0.0
POS-00003105,ST-001,2025-09-16,DEBIT,75.76,5.3,0.0
POS-00003106,ST-007,2025-10-16,CREDIT,19.66,1.38,0.0
POS-00003107,ST-005,2025-07-24,CREDIT,38.84,2.72,0.0
POS-00003108,ST-007,2025-03-08,GIFT_CARD,42.59,2.98,0.0
POS-00003109,ST-006,2025-02-01,CREDIT,37.72,2.64,0.0
POS-00003110,ST-008,2025-11-14,CREDIT,68.08,4.77,0.0
POS-00003111,ST-005,2025-07-06,CREDIT,13.71,0.96,0.0
POS-00003112,ST-001,2025-07-01,CREDIT,110.5,7.74,0.0
POS-00003113,ST-008,2025-09-06,CREDIT,40.43,2.83,0.0
POS-00003114,ST-002,2025-04-17,DEBIT,54.57,3.82,0.0
POS-00003115,ST-003,2025-08-31,CASH,85.89,6.01,0.0
POS-00003116,ST-002,2025-05-01,DEBIT,115.49,8.08,0.0
POS-00003117,ST-006,2025-09-28,CREDIT,7.68,0.54,0.0
POS-00003118,ST-002,2025-11-21,DEBIT,67.77,4.74,0.0
POS-00003119,ST-001,2025-04-02,CASH,33.9,2.37,0.0
POS-00003120,ST-007,2025-08-18,GIFT_CARD,63.8,4.47,0.0
POS-00003121,ST-003,2025-08-26,CASH,23.86,1.67,0.0
POS-00003122,ST-006,2025-09-22,DEBIT,55.21,3.86,0.0
POS-00003123,ST-004,2025-04-29,CREDIT,15.26,1.07,0.0
POS-00003124,ST-004,2025-08-16,GIFT_CARD,55.48,3.88,0.0
POS-00003125,ST-004,2025-11-27,CREDIT,94.73,6.63,0.0
POS-00003126,ST-001,2025-07-02,DEBIT,86.22,6.04,0.0
POS-00003127,ST-006,2025-07-04,GIFT_CARD,47.48,3.32,0.0
POS-00003128,ST-004,2025-08-13,DEBIT,13.64,0.95,0.0
POS-00003129,ST-007,2025-01-05,GIFT_CARD,118.79,8.32,0.0
POS-00003130,ST-008,2025-07-01,CREDIT,8.68,0.61,0.0
POS-00003131,ST-005,2025-04-11,CREDIT,20.56,1.44,0.0
POS-00003132,ST-005,2025-01-03,DEBIT,38.61,2.7,0.0
POS-00003133,ST-005,2025-02-17,CREDIT,18.18,1.27,0.0
POS-00003134,ST-003,2025-08-01,CREDIT,19.75,1.38,0.0
POS-00003135,ST-003,2025-03-30,CASH,17.82,1.25,0.0
POS-00003136,ST-005,2025-04-24,GIFT_CARD,20.58,1.44,0.0
POS-00003137,ST-002,2025-12-11,GIFT_CARD,38.53,2.7,0.0
POS-00003138,ST-004,2025-11-29,DEBIT,61.99,4.34,0.0
POS-00003139,ST-008,2025-06-19,CREDIT,27.48,1.92,0.0
POS-00003140,ST-006,2025-01-14,GIFT_CARD,83.81,5.87,0.0
POS-00003141,ST-008,2025-06-10,GIFT_CARD,6.66,0.47,0.0
POS-00003142,ST-007,2025-11-02,DEBIT,23.39,1.64,0.0
POS-00003143,ST-001,2025-02-20,DEBIT,71.1,4.98,0.0
POS-00003144,ST-001,2025-01-20,CREDIT,22.31,1.56,0.0
POS-00003145,ST-007,2025-11-28,CASH,28.62,2.0,0.0
POS-00003146,ST-001,2025-01-24,CREDIT,14.52,1.02,0.0
POS-00003147,ST-007,2025-08-28,DEBIT,42.48,2.97,0.0
POS-00003148,ST-008,2025-04-01,CREDIT,28.26,1.98,0.0
POS-00003149,ST-007,2025-04-26,CASH,42.34,2.96,0.0
POS-00003150,ST-001,2025-05-25,GIFT_CARD,185.82,13.01,0.0
POS-00003151,ST-008,2025-11-26,GIFT_CARD,26.76,1.87,0.0
POS-00003152,ST-002,2025-10-04,CASH,7.98,0.56,0.0
POS-00003153,ST-001,2025-01-02,CREDIT,7.17,0.5,0.0
POS-00003154,ST-006,2025-11-08,CREDIT,91.32,6.39,0.0
POS-00003155,ST-001,2025-06-10,GIFT_CARD,25.02,1.75,0.0
POS-00003156,ST-004,2025-05-02,GIFT_CARD,42.01,2.94,0.0
POS-00003157,ST-001,2025-01-10,GIFT_CARD,7.92,0.55,0.0
POS-00003158,ST-003,2025-01-27,DEBIT,24.72,1.73,0.0
POS-00003159,ST-004,2025-04-18,GIFT_CARD,31.67,2.22,0.0
POS-00003160,ST-004,2025-07-21,CASH,24.09,1.69,0.0
POS-00003161,ST-006,2025-05-04,CREDIT,33.05,2.31,0.0
POS-00003162,ST-003,2025-01-28,DEBIT,51.13,3.58,0.0
POS-00003163,ST-001,2025-06-22,CREDIT,33.94,2.38,0.0
POS-00003164,ST-003,2025-03-02,DEBIT,8.11,0.57,0.0
POS-00003165,ST-003,2025-08-18,GIFT_CARD,33.31,2.33,0.0
POS-00003166,ST-006,2025-01-11,CASH,17.58,1.23,0.0
POS-00003167,ST-002,2025-02-13,CREDIT,41.96,2.94,0.0
POS-00003168,ST-001,2025-07-14,CREDIT,9.01,0.63,0.0
POS-00003169,ST-006,2025-03-04,CASH,43.89,3.07,0.0
POS-00003170,ST-001,2025-01-05,CASH,125.98,8.82,0.0
POS-00003171,ST-006,2025-05-20,CASH,30.35,2.12,0.0
POS-00003172,ST-007,2025-05-02,GIFT_CARD,14.09,0.99,0.0
POS-00003173,ST-005,2025-04-06,CASH,54.39,3.81,0.0
POS-00003174,ST-002,2025-11-12,DEBIT,10.77,0.75,0.0
POS-00003175,ST-002,2025-06-17,CASH,64.59,4.52,0.0
POS-00003176,ST-007,2025-07-18,GIFT_CARD,25.49,1.78,0.0
POS-00003177,ST-008,2025-07-29,CREDIT,30.8,2.16,0.0
POS-00003178,ST-005,2025-08-19,DEBIT,18.9,1.32,0.0
POS-00003179,ST-008,2025-03-26,GIFT_CARD,14.55,1.02,0.0
POS-00003180,ST-002,2025-04-17,GIFT_CARD,116.58,8.16,0.0
POS-00003181,ST-002,2025-11-16,CREDIT,37.59,2.63,0.0
POS-00003182,ST-006,2025-08-30,DEBIT,7.37,0.52,0.0
POS-00003183,ST-004,2025-03-18,CASH,17.37,1.22,0.0
POS-00003184,ST-002,2025-09-26,CREDIT,27.91,1.95,0.0
POS-00003185,ST-001,2025-07-01,DEBIT,19.78,1.38,0.0
POS-00003186,ST-006,2025-06-13,CASH,20.4,1.43,0.0
POS-00003187,ST-004,2025-04-26,CREDIT,55.96,3.92,0.0
POS-00003188,ST-006,2025-02-02,CREDIT,18.88,1.32,0.0
POS-00003189,ST-004,2025-07-17,DEBIT,21.14,1.48,0.0
POS-00003190,ST-001,2025-07-15,CASH,11.42,0.8,0.0
POS-00003191,ST-001,2025-07-03,GIFT_CARD,45.23,3.17,0.0
POS-00003192,ST-004,2025-07-02,CASH,10.7,0.75,0.0
POS-00003193,ST-007,2025-11-10,CASH,14.91,1.04,0.0
POS-00003194,ST-001,2025-10-14,CREDIT,43.17,3.02,0.0
POS-00003195,ST-005,2025-01-15,CREDIT,49.58,3.47,0.0
POS-00003196,ST-001,2025-01-17,CASH,31.93,2.24,0.0
POS-00003197,ST-005,2025-03-06,CASH,37.09,2.6,0.0
POS-00003198,ST-004,2025-12-22,GIFT_CARD,10.27,0.72,0.0
POS-00003199,ST-003,2025-10-09,CASH,12.3,0.86,0.0
POS-00003200,ST-007,2025-05-21,CREDIT,31.73,2.22,0.0
POS-00003201,ST-007,2025-05-30,CASH,12.61,0.88,0.0
POS-00003202,ST-008,2025-01-15,GIFT_CARD,19.32,1.35,0.0
POS-00003203,ST-003,2025-06-19,DEBIT,10.24,0.72,0.0
POS-00003204,ST-004,2025-05-21,CREDIT,30.0,2.1,0.0
POS-00003205,ST-007,2025-07-23,CREDIT,56.66,3.97,0.0
POS-00003206,ST-008,2025-04-01,CASH,87.01,6.09,0.0
POS-00003207,ST-006,2025-07-30,GIFT_CARD,36.26,2.54,0.0
POS-00003208,ST-005,2025-03-27,CREDIT,61.87,4.33,0.0
POS-00003209,ST-002,2025-08-20,GIFT_CARD,21.87,1.53,0.0
POS-00003210,ST-002,2025-03-01,DEBIT,32.17,2.25,0.0
POS-00003211,ST-007,2025-12-11,GIFT_CARD,5.52,0.39,0.0
POS-00003212,ST-006,2025-10-24,CASH,59.07,4.13,0.0
POS-00003213,ST-002,2025-02-25,CASH,25.46,1.78,0.0
POS-00003214,ST-003,2025-11-05,GIFT_CARD,33.98,2.38,0.0
POS-00003215,ST-005,2025-04-13,CREDIT,6.48,0.45,0.0
POS-00003216,ST-001,2025-03-21,CASH,72.93,5.11,0.0
POS-00003217,ST-007,2025-02-14,GIFT_CARD,10.81,0.76,0.0
POS-00003218,ST-005,2025-11-28,CREDIT,81.93,5.74,0.0
POS-00003219,ST-005,2025-04-09,DEBIT,51.89,3.63,0.0
POS-00003220,ST-001,2025-11-10,CASH,240.0,16.8,0.0
POS-00003221,ST-006,2025-03-26,DEBIT,23.25,1.63,0.0
POS-00003222,ST-005,2025-01-19,CASH,35.23,2.47,0.0
POS-00003223,ST-008,2025-11-29,CREDIT,31.8,2.23,0.0
POS-00003224,ST-005,2025-12-07,CASH,31.25,2.19,0.0
POS-00003225,ST-001,2025-03-06,GIFT_CARD,29.01,2.03,0.0
POS-00003226,ST-008,2025-10-30,GIFT_CARD,29.66,2.08,0.0
POS-00003227,ST-003,2025-11-29,CASH,94.16,6.59,0.0
POS-00003228,ST-004,2025-02-01,DEBIT,12.44,0.87,0.0
POS-00003229,ST-004,2025-02-24,CREDIT,14.96,1.05,0.0
POS-00003230,ST-001,2025-12-06,GIFT_CARD,91.81,6.43,0.0
POS-00003231,ST-007,2025-02-09,CREDIT,226.66,15.87,0.0
POS-00003232,ST-005,2025-03-09,GIFT_CARD,21.87,1.53,0.0
POS-00003233,ST-001,2025-09-15,GIFT_CARD,40.78,2.85,0.0
POS-00003234,ST-002,2025-03-07,CREDIT,36.44,2.55,0.0
POS-00003235,ST-007,2025-11-12,GIFT_CARD,69.94,4.9,0.0
POS-00003236,ST-001,2025-04-06,DEBIT,9.19,0.64,0.0
POS-00003237,ST-004,2025-12-23,CREDIT,13.36,0.94,0.0
POS-00003238,ST-007,2025-03-15,CREDIT,56.34,3.94,0.0
POS-00003239,ST-002,2025-11-19,CASH,32.93,2.31,0.0
POS-00003240,ST-007,2025-10-23,GIFT_CARD,17.43,1.22,0.0
POS-00003241,ST-006,2025-12-01,DEBIT,71.28,4.99,0.0
POS-00003242,ST-007,2025-06-27,DEBIT,15.6,1.09,0.0
POS-00003243,ST-004,2025-08-15,GIFT_CARD,20.05,1.4,0.0
POS-00003244,ST-001,2025-12-22,GIFT_CARD,27.14,1.9,0.0
POS-00003245,ST-004,2025-02-13,CREDIT,24.17,1.69,0.0
POS-00003246,ST-006,2025-10-25,GIFT_CARD,6.08,0.43,0.0
POS-00003247,ST-004,2025-07-30,CASH,51.19,3.58,0.0
POS-00003248,ST-005,2025-10-30,CASH,20.22,1.42,0.0
POS-00003249,ST-001,2025-07-26,CREDIT,44.72,3.13,0.0
POS-00003250,ST-006,2025-09-19,CREDIT,85.23,5.97,0.0
POS-00003251,ST-006,2025-05-13,CASH,87.74,6.14,0.0
POS-00003252,ST-004,2025-02-20,CASH,6.03,0.42,0.0
POS-00003253,ST-002,2025-06-17,DEBIT,28.87,2.02,0.0
POS-00003254,ST-006,2025-12-22,CASH,97.44,6.82,0.0
POS-00003255,ST-003,2025-03-26,DEBIT,41.86,2.93,0.0
POS-00003256,ST-006,2025-06-26,GIFT_CARD,28.75,2.01,0.0
POS-00003257,ST-001,2025-11-06,GIFT_CARD,67.38,4.72,0.0
POS-00003258,ST-008,2025-06-23,DEBIT,51.49,3.6,0.0
POS-00003259,ST-007,2025-06-23,GIFT_CARD,27.58,1.93,0.0
POS-00003260,ST-006,2025-04-21,CREDIT,48.48,3.39,0.0
POS-00003261,ST-003,2025-07-11,DEBIT,14.05,0.98,0.0
POS-00003262,ST-001,2025-08-26,DEBIT,39.9,2.79,0.0
POS-00003263,ST-001,2025-05-12,CASH,36.8,2.58,0.0
POS-00003264,ST-005,2025-12-28,GIFT_CARD,35.97,2.52,0.0
POS-00003265,ST-006,2025-10-12,GIFT_CARD,58.76,4.11,0.0
POS-00003266,ST-003,2025-06-04,CASH,51.37,3.6,0.0
POS-00003267,ST-007,2025-06-23,GIFT_CARD,12.95,0.91,0.0
POS-00003268,ST-004,2025-01-30,CASH,27.26,1.91,0.0
POS-00003269,ST-007,2025-01-08,CASH,15.94,1.12,0.0
POS-00003270,ST-004,2025-10-21,CASH,22.44,1.57,0.0
POS-00003271,ST-008,2025-07-21,GIFT_CARD,26.77,1.87,0.0
POS-00003272,ST-002,2025-12-26,GIFT_CARD,6.36,0.45,0.0
POS-00003273,ST-006,2025-02-13,GIFT_CARD,21.57,1.51,0.0
POS-00003274,ST-008,2025-12-08,DEBIT,26.88,1.88,0.0
POS-00003275,ST-004,2025-04-10,GIFT_CARD,5.11,0.36,0.0
POS-00003276,ST-002,2025-12-31,CREDIT,98.7,6.91,0.0
POS-00003277,ST-001,2025-11-09,CASH,24.32,1.7,0.0
POS-00003278,ST-001,2025-07-30,CREDIT,40.25,2.82,0.0
POS-00003279,ST-005,2025-02-13,DEBIT,42.51,2.98,0.0
POS-00003280,ST-001,2025-08-03,DEBIT,34.36,2.41,0.0
POS-00003281,ST-005,2025-09-09,CASH,17.72,1.24,0.0
POS-00003282,ST-003,2025-09-18,CREDIT,80.74,5.65,0.0
POS-00003283,ST-006,2025-02-15,CASH,24.81,1.74,0.0
POS-00003284,ST-008,2025-04-23,CASH,91.97,6.44,0.0
POS-00003285,ST-006,2025-07-17,GIFT_CARD,286.49,20.05,0.0
POS-00003286,ST-008,2025-10-01,DEBIT,22.62,1.58,0.0
POS-00003287,ST-003,2025-06-05,CREDIT,44.29,3.1,0.0
POS-00003288,ST-004,2025-10-17,DEBIT,33.54,2.35,0.0
POS-00003289,ST-006,2025-05-21,CASH,203.54,14.25,0.0
POS-00003290,ST-001,2025-12-18,DEBIT,9.6,0.67,0.0
POS-00003291,ST-006,2025-05-12,CREDIT,45.89,3.21,0.0
POS-00003292,ST-001,2025-06-04,CREDIT,107.75,7.54,0.0
POS-00003293,ST-004,2025-03-25,CASH,57.52,4.03,0.0
POS-00003294,ST-003,2025-09-27,CREDIT,44.74,3.13,0.0
POS-00003295,ST-007,2025-08-12,GIFT_CARD,27.69,1.94,0.0
POS-00003296,ST-001,2025-06-04,GIFT_CARD,18.45,1.29,0.0
POS-00003297,ST-001,2025-05-10,GIFT_CARD,25.36,1.78,0.0
POS-00003298,ST-002,2025-08-27,CREDIT,8.33,0.58,0.0
POS-00003299,ST-004,2025-02-05,CASH,57.36,4.02,0.0
POS-00003300,ST-006,2025-09-23,GIFT_CARD,12.71,0.89,0.0
POS-00003301,ST-006,2025-08-29,DEBIT,28.95,2.03,0.0
POS-00003302,ST-002,2025-03-24,CASH,39.37,2.76,0.0
POS-00003303,ST-006,2025-06-16,DEBIT,53.41,3.74,0.0
POS-00003304,ST-008,2025-12-11,CASH,25.61,1.79,0.0
POS-00003305,ST-007,2025-09-16,GIFT_CARD,7.95,0.56,0.0
POS-00003306,ST-004,2025-05-12,CASH,55.23,3.87,0.0
POS-00003307,ST-001,2025-07-29,CASH,45.51,3.19,0.0
POS-00003308,ST-006,2025-11-07,DEBIT,43.87,3.07,0.0
POS-00003309,ST-008,2025-01-31,DEBIT,59.84,4.19,0.0
POS-00003310,ST-008,2025-07-10,GIFT_CARD,10.39,0.73,0.0
POS-00003311,ST-003,2025-04-02,GIFT_CARD,18.09,1.27,0.0
POS-00003312,ST-007,2025-04-04,DEBIT,34.64,2.42,0.0
POS-00003313,ST-006,2025-11-03,CASH,107.57,7.53,0.0
POS-00003314,ST-006,2025-08-30,CREDIT,23.37,1.64,0.0
POS-00003315,ST-002,2025-04-13,CASH,17.68,1.24,0.0
POS-00003316,ST-006,2025-10-15,CASH,88.7,6.21,0.0
POS-00003317,ST-001,2025-05-11,CASH,23.31,1.63,0.0
POS-00003318,ST-003,2025-08-28,CREDIT,8.14,0.57,0.0
POS-00003319,ST-006,2025-01-10,DEBIT,27.44,1.92,0.0
POS-00003320,ST-007,2025-08-07,CREDIT,34.8,2.44,0.0
POS-00003321,ST-004,2025-11-02,CREDIT,34.57,2.42,0.0
POS-00003322,ST-006,2025-05-08,CASH,40.66,2.85,0.0
POS-00003323,ST-005,2025-12-28,CREDIT,38.22,2.68,0.0
POS-00003324,ST-004,2025-03-31,CREDIT,34.94,2.45,0.0
POS-00003325,ST-003,2025-04-26,GIFT_CARD,73.45,5.14,0.0
POS-00003326,ST-007,2025-08-08,CREDIT,39.47,2.76,0.0
POS-00003327,ST-002,2025-03-23,GIFT_CARD,169.17,11.84,0.0
POS-00003328,ST-001,2025-07-19,CASH,37.49,2.62,0.0
POS-00003329,ST-004,2025-01-10,GIFT_CARD,32.49,2.27,0.0
POS-00003330,ST-007,2025-05-08,GIFT_CARD,31.68,2.22,0.0
POS-00003331,ST-004,2025-12-05,CREDIT,54.48,3.81,0.0
POS-00003332,ST-008,2025-06-10,DEBIT,70.94,4.97,0.0
POS-00003333,ST-004,2025-05-04,CASH,33.97,2.38,0.0
POS-00003334,ST-002,2025-07-29,GIFT_CARD,21.21,1.48,0.0
POS-00003335,ST-006,2025-09-24,GIFT_CARD,52.72,3.69,0.0
POS-00003336,ST-005,2025-11-11,CREDIT,12.73,0.89,0.0
POS-00003337,ST-006,2025-10-08,DEBIT,111.24,7.79,0.0
POS-00003338,ST-003,2025-06-23,CASH,14.92,1.04,0.0
POS-00003339,ST-004,2025-02-28,DEBIT,25.61,1.79,0.0
POS-00003340,ST-008,2025-07-23,DEBIT,80.66,5.65,0.0
POS-00003341,ST-008,2025-09-09,CREDIT,35.35,2.47,0.0
POS-00003342,ST-001,2025-03-20,CREDIT,119.83,8.39,0.0
POS-00003343,ST-003,2025-04-28,DEBIT,39.6,2.77,0.0
POS-00003344,ST-005,2025-01-08,GIFT_CARD,29.12,2.04,0.0
POS-00003345,ST-006,2025-06-09,GIFT_CARD,190.33,13.32,0.0
POS-00003346,ST-008,2025-12-31,CASH,2.95,0.21,0.0
POS-00003347,ST-002,2025-12-03,CASH,87.39,6.12,0.0
POS-00003348,ST-001,2025-03-15,CREDIT,15.56,1.09,0.0
POS-00003349,ST-004,2025-12-25,DEBIT,29.95,2.1,0.0
POS-00003350,ST-007,2025-07-13,DEBIT,33.52,2.35,0.0
POS-00003351,ST-006,2025-01-03,GIFT_CARD,37.06,2.59,0.0
POS-00003352,ST-008,2025-02-26,GIFT_CARD,57.43,4.02,0.0
POS-00003353,ST-004,2025-04-26,DEBIT,35.38,2.48,0.0
POS-00003354,ST-004,2025-02-02,CASH,165.18,11.56,0.0
POS-00003355,ST-007,2025-07-05,CASH,9.32,0.65,0.0
POS-00003356,ST-006,2025-05-23,DEBIT,19.68,1.38,0.0
POS-00003357,ST-008,2025-12-10,DEBIT,59.41,4.16,0.0
POS-00003358,ST-002,2025-04-23,CASH,154.64,10.82,0.0
POS-00003359,ST-008,2025-08-30,GIFT_CARD,104.57,7.32,0.0
POS-00003360,ST-004,2025-10-28,DEBIT,8.65,0.61,0.0
POS-00003361,ST-005,2025-06-12,CASH,32.24,2.26,0.0
POS-00003362,ST-007,2025-02-07,GIFT_CARD,11.12,0.78,0.0
POS-00003363,ST-002,2025-06-10,CREDIT,9.78,0.68,0.0
POS-00003364,ST-006,2025-03-21,CREDIT,39.95,2.8,0.0
POS-00003365,ST-005,2025-12-25,CREDIT,24.61,1.72,0.0
POS-00003366,ST-001,2025-01-08,GIFT_CARD,175.58,12.29,0.0
POS-00003367,ST-008,2025-03-08,CREDIT,59.97,4.2,0.0
POS-00003368,ST-002,2025-03-23,GIFT_CARD,77.92,5.45,0.0
POS-00003369,ST-003,2025-08-25,DEBIT,23.25,1.63,0.0
POS-00003370,ST-001,2025-06-17,CASH,32.29,2.26,0.0
POS-00003371,ST-004,2025-07-20,CASH,35.43,2.48,0.0
POS-00003372,ST-006,2025-07-21,DEBIT,90.2,6.31,0.0
POS-00003373,ST-003,2025-06-03,CASH,52.18,3.65,0.0
POS-00003374,ST-002,2025-01-15,GIFT_CARD,12.44,0.87,0.0
POS-00003375,ST-002,2025-02-11,CREDIT,22.2,1.55,0.0
POS-00003376,ST-006,2025-02-28,CASH,26.92,1.88,0.0
POS-00003377,ST-008,2025-08-28,DEBIT,75.25,5.27,0.0
POS-00003378,ST-008,2025-09-13,GIFT_CARD,27.08,1.9,0.0
POS-00003379,ST-008,2025-02-04,DEBIT,46.13,3.23,0.0
POS-00003380,ST-008,2025-11-14,GIFT_CARD,34.17,2.39,0.0
POS-00003381,ST-007,2025-08-07,DEBIT,26.43,1.85,0.0
POS-00003382,ST-004,2025-08-08,CASH,56.88,3.98,0.0
POS-00003383,ST-002,2025-12-28,DEBIT,38.01,2.66,0.0
POS-00003384,ST-001,2025-05-14,DEBIT,12.2,0.85,0.0
POS-00003385,ST-001,2025-12-31,GIFT_CARD,111.26,7.79,0.0
POS-00003386,ST-005,2025-01-06,GIFT_CARD,30.81,2.16,0.0
POS-00003387,ST-005,2025-09-04,CREDIT,43.45,3.04,0.0
POS-00003388,ST-008,2025-05-13,CASH,43.57,3.05,0.0
POS-00003389,ST-003,2025-03-14,DEBIT,24.85,1.74,0.0
POS-00003390,ST-003,2025-05-31,CREDIT,72.05,5.04,0.0
POS-00003391,ST-005,2025-11-05,DEBIT,90.93,6.37,0.0
POS-00003392,ST-002,2025-10-15,CREDIT,19.65,1.38,0.0
POS-00003393,ST-005,2025-03-21,CREDIT,41.72,2.92,0.0
POS-00003394,ST-006,2025-05-17,CASH,26.86,1.88,0.0
POS-00003395,ST-004,2025-04-28,DEBIT,151.03,10.57,0.0
POS-00003396,ST-005,2025-12-17,GIFT_CARD,11.2,0.78,0.0
POS-00003397,ST-003,2025-11-11,CREDIT,44.42,3.11,0.0
POS-00003398,ST-003,2025-04-23,DEBIT,40.19,2.81,0.0
POS-00003399,ST-003,2025-03-22,CASH,37.47,2.62,0.0
POS-00003400,ST-007,2025-11-15,GIFT_CARD,44.64,3.12,0.0
POS-00003401,ST-001,2025-11-28,CASH,12.88,0.9,0.0
POS-00003402,ST-001,2025-07-10,DEBIT,49.97,3.5,0.0
POS-00003403,ST-001,2025-04-09,CREDIT,22.98,1.61,0.0
POS-00003404,ST-007,2025-10-15,CREDIT,173.19,12.12,0.0
POS-00003405,ST-004,2025-01-15,DEBIT,96.31,6.74,0.0
POS-00003406,ST-004,2025-07-17,GIFT_CARD,112.14,7.85,0.0
POS-00003407,ST-002,2025-05-01,GIFT_CARD,52.39,3.67,0.0
POS-00003408,ST-002,2025-04-25,CASH,34.65,2.43,0.0
POS-00003409,ST-006,2025-03-06,DEBIT,21.9,1.53,0.0
POS-00003410,ST-003,2025-07-12,DEBIT,21.08,1.48,0.0
POS-00003411,ST-002,2025-04-26,GIFT_CARD,47.33,3.31,0.0
POS-00003412,ST-006,2025-10-10,DEBIT,82.47,5.77,0.0
POS-00003413,ST-008,2025-12-11,CREDIT,40.08,2.81,0.0
POS-00003414,ST-004,2025-04-14,CREDIT,12.62,0.88,0.0
POS-00003415,ST-004,2025-08-22,CASH,18.83,1.32,0.0
POS-00003416,ST-005,2025-09-13,GIFT_CARD,51.18,3.58,0.0
POS-00003417,ST-006,2025-03-10,CASH,19.73,1.38,0.0
POS-00003418,ST-005,2025-04-03,CREDIT,11.95,0.84,0.0
POS-00003419,ST-001,2025-09-07,CASH,29.31,2.05,0.0
POS-00003420,ST-005,2025-07-14,GIFT_CARD,20.77,1.45,0.0
POS-00003421,ST-004,2025-08-21,CREDIT,29.78,2.08,0.0
POS-00003422,ST-008,2025-01-25,CASH,78.24,5.48,0.0
POS-00003423,ST-003,2025-04-15,CREDIT,30.71,2.15,0.0
POS-00003424,ST-001,2025-10-24,GIFT_CARD,31.66,2.22,0.0
POS-00003425,ST-007,2025-12-20,DEBIT,18.28,1.28,0.0
POS-00003426,ST-005,2025-10-27,DEBIT,125.27,8.77,0.0
POS-00003427,ST-006,2025-12-07,DEBIT,57.78,4.04,0.0
POS-00003428,ST-006,2025-02-15,GIFT_CARD,15.35,1.07,0.0
POS-00003429,ST-001,2025-11-06,DEBIT,28.46,1.99,0.0
POS-00003430,ST-003,2025-09-24,CREDIT,9.26,0.65,0.0
POS-00003431,ST-004,2025-11-28,CASH,3.33,0.23,0.0
POS-00003432,ST-005,2025-04-09,DEBIT,27.79,1.95,0.0
POS-00003433,ST-005,2025-09-10,CASH,58.78,4.11,0.0
POS-00003434,ST-002,2025-10-16,DEBIT,28.59,2.0,0.0
POS-00003435,ST-001,2025-10-19,GIFT_CARD,24.88,1.74,0.0
POS-00003436,ST-006,2025-10-05,CREDIT,32.04,2.24,0.0
POS-00003437,ST-005,2025-05-19,CASH,7.59,0.53,0.0
POS-00003438,ST-004,2025-07-30,GIFT_CARD,40.42,2.83,0.0
POS-00003439,ST-006,2025-10-13,GIFT_CARD,120.68,8.45,0.0
POS-00003440,ST-008,2025-05-04,CREDIT,16.95,1.19,0.0
POS-00003441,ST-005,2025-08-17,GIFT_CARD,20.43,1.43,0.0
POS-00003442,ST-004,2025-08-12,DEBIT,19.49,1.36,0.0
POS-00003443,ST-001,2025-03-30,DEBIT,54.41,3.81,0.0
POS-00003444,ST-007,2025-05-02,GIFT_CARD,23.88,1.67,0.0
POS-00003445,ST-003,2025-04-02,GIFT_CARD,42.51,2.98,0.0
POS-00003446,ST-008,2025-12-17,CASH,46.93,3.29,0.0
POS-00003447,ST-007,2025-10-16,CASH,107.51,7.53,0.0
