bom_id,parent_sku,component_sku,qty_per_parent,effective_date
BOM-000872,SKU-000099,SKU-000250,5.38,2024-03-31
BOM-000873,SKU-000490,SKU-000011,1.69,2024-10-26
BOM-000874,SKU-000486,SKU-000380,1.41,2025-07-03
BOM-000875,SKU-000210,SKU-000183,4.62,2024-07-25
BOM-000876,SKU-000309,SKU-000189,6.68,2023-09-07
BOM-000877,SKU-000526,SKU-000359,9.29,2023-06-25
BOM-000878,SKU-000395,SKU-000390,6.08,2024-12-02
BOM-000879,SKU-000559,SKU-000380,2.41,2023-01-11
BOM-000880,SKU-000272,SKU-000317,0.74,2023-10-16
BOM-000881,SKU-000502,SKU-000402,5.95,2025-05-05
BOM-000882,SKU-000260,SKU-000135,2.39,2025-02-08
BOM-000883,SKU-000384,SKU-000196,2.43,2025-11-14
BOM-000884,SKU-000587,SKU-000571,0.75,2023-12-27
BOM-000885,SKU-000178,SKU-000444,8.32,2023-09-24
BOM-000886,SKU-000570,SKU-000271,4.89,2024-12-29
BOM-000887,SKU-000429,SKU-000042,1.31,2025-04-04
BOM-000888,SKU-000047,SKU-000386,2.54,2024-10-18
BOM-000889,SKU-000310,SKU-000327,7.99,2023-12-02
BOM-000890,SKU-000134,SKU-000385,9.92,2023-01-10
BOM-000891,SKU-000572,SKU-000408,2.3,2023-07-27
BOM-000892,SKU-000189,SKU-000543,7.08,2025-11-17
BOM-000893,SKU-000083,SKU-000011,4.56,2023-10-29
BOM-000894,SKU-000371,SKU-000303,4.92,2025-02-26
BOM-000895,SKU-000550,SKU-000018,5.97,2025-08-28
BOM-000896,SKU-000111,SKU-000344,6.37,2023-10-08
BOM-000897,SKU-000408,SKU-000141,1.75,2025-08-07
BOM-000898,SKU-000366,SKU-000551,7.93,2025-07-07
BOM-000899,SKU-000280,SKU-000466,7.24,2024-11-04
BOM-000900,SKU-000261,SKU-000294,1.86,2023-08-03
BOM-000901,SKU-000164,SKU-000523,0.76,2025-08-05
BOM-000902,SKU-000295,SKU-000275,5.64,2024-05-19
BOM-000903,SKU-000572,SKU-000185,6.3,2025-05-03
BOM-000904,SKU-000170,SKU-000322,0.77,2023-03-31
BOM-000905,SKU-000316,SKU-000223,7.78,2024-06-05
BOM-000906,SKU-000524,SKU-000025,2.58,2025-05-11
BOM-000907,SKU-000083,SKU-000548,4.52,2024-09-07
BOM-000908,SKU-000325,SKU-000256,8.44,2024-07-23
BOM-000909,SKU-000398,SKU-000334,2.57,2024-04-10
BOM-000910,SKU-000032,SKU-000362,9.26,2023-08-03
BOM-000911,SKU-000093,SKU-000375,0.54,2025-12-08
BOM-000912,SKU-000199,SKU-000192,1.7,2023-11-19
BOM-000913,SKU-000522,SKU-000263,6.89,2023-10-08
BOM-000914,SKU-000154,SKU-000012,8.03,2023-01-22
BOM-000915,SKU-000513,SKU-000455,3.39,2024-02-02
BOM-000916,SKU-000364,SKU-000411,1.77,2024-02-07
BOM-000917,SKU-000035,SKU-000053,4.58,2023-04-16
BOM-000918,SKU-000210,SKU-000293,0.86,2023-01-28
BOM-000919,SKU-000029,SKU-000235,5.61,2023-04-22
BOM-000920,SKU-000178,SKU-000249,2.23,2023-08-11
BOM-000921,SKU-000246,SKU-000567,2.52,2024-02-04
BOM-000922,SKU-000164,SKU-000384,2.56,2023-03-05
BOM-000923,SKU-000179,SKU-000536,1.73,2024-06-21
BOM-000924,SKU-000479,SKU-000006,6.14,2025-03-22
BOM-000925,SKU-000224,SKU-000122,1.77,2024-01-19
BOM-000926,SKU-000071,SKU-000114,2.09,2024-02-20
BOM-000927,SKU-000386,SKU-000088,4.77,2025-09-20
BOM-000928,SKU-000419,SKU-000298,1.88,2025-02-01
BOM-000929,SKU-000089,SKU-000287,7.79,2024-07-22
BOM-000930,SKU-000293,SKU-000055,9.02,2024-03-12
BOM-000931,SKU-000345,SKU-000187,3.1,2024-08-13
BOM-000932,SKU-000569,SKU-000129,7.99,2023-02-21
BOM-000933,SKU-000328,SKU-000080,3.03,2024-03-05
BOM-000934,SKU-000021,SKU-000042,2.56,2024-04-07
BOM-000935,SKU-000243,SKU-000197,4.66,2024-05-31
BOM-000936,SKU-000210,SKU-000014,0.94,2024-01-27
BOM-000937,SKU-000386,SKU-000432,2.56,2024-01-03
BOM-000938,SKU-000411,SKU-000053,3.09,2023-10-06
BOM-000939,SKU-000027,SKU-000364,4.27,2023-04-30
BOM-000940,SKU-000583,SKU-000053,3.72,2025-04-28
BOM-000941,SKU-000202,SKU-000097,5.36,2025-07-03
BOM-000942,SKU-000241,SKU-000368,5.29,2024-08-07
BOM-000943,SKU-000126,SKU-000450,6.85,2025-05-20
BOM-000944,SKU-000013,SKU-000354,4.09,2025-11-27
BOM-000945,SKU-000375,SKU-000335,7.4,2024-09-13
BOM-000946,SKU-000009,SKU-000451,5.12,2023-04-30
BOM-000947,SKU-000278,SKU-000577,6.61,2024-03-03
BOM-000948,SKU-000412,SKU-000425,7.08,2024-10-15
BOM-000949,SKU-000372,SKU-000403,1.36,2024-10-01
BOM-000950,SKU-000044,SKU-000085,3.98,2024-06-14
BOM-000951,SKU-000252,SKU-000532,3.75,2023-04-16
BOM-000952,SKU-000523,SKU-000537,1.87,2025-04-07
BOM-000953,SKU-000523,SKU-000154,8.81,2023-06-16
BOM-000954,SKU-000546,SKU-000507,8.31,2024-12-29
BOM-000955,SKU-000513,SKU-000505,7.57,2025-01-14
BOM-000956,SKU-000018,SKU-000269,2.21,2023-09-22
BOM-000957,SKU-000110,SKU-000371,7.84,2024-11-15
BOM-000958,SKU-000015,SKU-000542,5.52,2024-11-26
BOM-000959,SKU-000172,SKU-000042,8.91,2024-11-23
BOM-000960,SKU-000493,SKU-000044,8.6,2024-04-19
BOM-000961,SKU-000042,SKU-000381,3.24,2023-07-19
BOM-000962,SKU-000440,SKU-000059,5.04,2023-09-17
BOM-000963,SKU-000256,SKU-000189,9.39,2023-08-27
BOM-000964,SKU-000019,SKU-000418,9.65,2025-02-28
BOM-000965,SKU-000426,SKU-000425,0.9,2024-12-01
BOM-000966,SKU-000355,SKU-000118,8.17,2025-12-23
BOM-000967,SKU-000195,SKU-000504,6.63,2023-07-23
BOM-000968,SKU-000255,SKU-000393,8.43,2024-07-26
BOM-000969,SKU-000260,SKU-000426,0.76,2024-09-22
BOM-000970,SKU-000007,SKU-000184,7.14,2024-06-25
BOM-000971,SKU-000188,SKU-000240,4.54,2025-01-06
BOM-000972,SKU-000172,SKU-000218,4.48,2023-03-14
BOM-000973,SKU-000397,SKU-000161,5.28,2024-05-23
BOM-000974,SKU-000065,SKU-000500,6.24,2024-07-20
BOM-000975,SKU-000122,SKU-000047,4.59,2025-08-19
BOM-000976,SKU-000391,SKU-000083,2.45,2025-04-08
BOM-000977,SKU-000418,SKU-000580,8.16,2025-10-29
BOM-000978,SKU-000311,SKU-000097,6.97,2024-12-22
BOM-000979,SKU-000586,SKU-000144,6.31,2025-11-03
BOM-000980,SKU-000227,SKU-000369,7.73,2025-04-03
BOM-000981,SKU-000064,SKU-000189,1.06,2024-11-22
BOM-000982,SKU-000515,SKU-000313,3.29,2024-02-09
BOM-000983,SKU-000513,SKU-000462,9.34,2024-05-27
BOM-000984,SKU-000573,SKU-000543,9.76,2024-05-13
BOM-000985,SKU-000277,SKU-000418,7.52,2023-08-01
BOM-000986,SKU-000092,SKU-000589,2.46,2025-12-04
BOM-000987,SKU-000412,SKU-000327,6.34,2025-03-02
BOM-000988,SKU-000045,SKU-000218,7.85,2025-02-23
BOM-000989,SKU-000090,SKU-000397,7.52,2025-05-04
BOM-000990,SKU-000517,SKU-000049,7.18,2023-04-04
BOM-000991,SKU-000474,SKU-000276,4.47,2024-11-10
BOM-000992,SKU-000323,SKU-000009,8.13,2025-07-16
BOM-000993,SKU-000016,SKU-000045,4.1,2023-12-13
BOM-000994,SKU-000468,SKU-000111,3.19,2025-09-26
BOM-000995,SKU-000488,SKU-000464,6.83,2024-02-05
BOM-000996,SKU-000026,SKU-000323,1.67,2023-04-22
BOM-000997,SKU-000101,SKU-000565,8.0,2023-03-24
BOM-000998,SKU-000520,SKU-000014,5.36,2024-06-13
BOM-000999,SKU-000008,SKU-000416,3.78,2024-02-06
BOM-001000,SKU-000579,SKU-000423,3.94,2024-09-20
BOM-001001,SKU-000258,SKU-000024,4.21,2025-05-02
BOM-001002,SKU-000207,SKU-000582,9.58,2025-09-17
BOM-001003,SKU-000515,SKU-000113,7.01,2024-09-08
BOM-001004,SKU-000437,SKU-000519,6.05,2025-08-26
BOM-001005,SKU-000133,SKU-000311,8.8,2023-12-29
BOM-001006,SKU-000244,SKU-000393,3.84,2023-07-19
BOM-001007,SKU-000462,SKU-000047,9.69,2025-11-11
BOM-001008,SKU-000237,SKU-000240,0.87,2025-06-03
BOM-001009,SKU-000245,SKU-000512,1.28,2025-02-19
BOM-001010,SKU-000335,SKU-000487,8.02,2025-04-27
BOM-001011,SKU-000042,SKU-000331,2.74,2025-11-26
BOM-001012,SKU-000246,SKU-000113,2.3,2024-03-01
BOM-001013,SKU-000449,SKU-000583,4.33,2025-03-08
BOM-001014,SKU-000074,SKU-000148,9.75,2025-04-10
BOM-001015,SKU-000321,SKU-000366,4.68,2023-03-17
BOM-001016,SKU-000273,SKU-000254,2.92,2025-01-17
BOM-001017,SKU-000397,SKU-000527,8.61,2023-08-12
BOM-001018,SKU-000133,SKU-000438,7.84,2025-08-28
BOM-001019,SKU-000313,SKU-000433,4.89,2025-09-25
BOM-001020,SKU-000481,SKU-000316,2.43,2024-01-18
BOM-001021,SKU-000511,SKU-000583,4.51,2025-05-07
BOM-001022,SKU-000540,SKU-000122,9.56,2023-08-17
BOM-001023,SKU-000048,SKU-000005,2.97,2023-05-01
BOM-001024,SKU-000535,SKU-000025,6.98,2025-10-10
BOM-001025,SKU-000077,SKU-000501,1.57,2023-01-29
BOM-001026,SKU-000293,SKU-000568,9.53,2024-03-16
BOM-001027,SKU-000388,SKU-000389,5.69,2025-02-11
BOM-001028,SKU-000415,SKU-000218,2.3,2025-06-25
BOM-001029,SKU-000556,SKU-000042,8.73,2023-08-09
BOM-001030,SKU-000514,SKU-000306,5.57,2023-03-14
BOM-001031,SKU-000276,SKU-000238,8.8,2023-10-16
BOM-001032,SKU-000063,SKU-000130,4.05,2023-01-04
BOM-001033,SKU-000443,SKU-000155,9.98,2023-01-24
BOM-001034,SKU-000302,SKU-000502,7.15,2024-04-26
BOM-001035,SKU-000324,SKU-000334,7.4,2024-08-15
BOM-001036,SKU-000510,SKU-000401,2.14,2023-11-14
BOM-001037,SKU-000104,SKU-000444,1.75,2023-08-30
BOM-001038,SKU-000508,SKU-000537,9.33,2023-09-15
BOM-001039,SKU-000249,SKU-000511,6.9,2025-06-16
BOM-001040,SKU-000317,SKU-000313,4.23,2023-12-18
BOM-001041,SKU-000545,SKU-000307,6.85,2025-06-20
BOM-001042,SKU-000428,SKU-000354,1.24,2025-07-08
BOM-001043,SKU-000028,SKU-000241,1.23,2024-07-03
BOM-001044,SKU-000558,SKU-000292,8.26,2024-02-07
BOM-001045,SKU-000389,SKU-000034,8.0,2025-10-16
BOM-001046,SKU-000387,SKU-000338,0.54,2025-01-08
BOM-001047,SKU-000599,SKU-000055,7.95,2023-04-22
BOM-001048,SKU-000425,SKU-000495,8.64,2023-02-23
BOM-001049,SKU-000136,SKU-000246,2.44,2024-07-31
BOM-001050,SKU-000486,SKU-000558,0.96,2025-09-25
BOM-001051,SKU-000050,SKU-000529,1.6,2025-02-13
BOM-001052,SKU-000035,SKU-000341,1.18,2023-07-30
BOM-001053,SKU-000519,SKU-000041,4.28,2024-08-11
BOM-001054,SKU-000416,SKU-000193,3.38,2025-01-05
BOM-001055,SKU-000222,SKU-000114,8.25,2024-08-31
BOM-001056,SKU-000531,SKU-000158,3.49,2023-04-03
BOM-001057,SKU-000555,SKU-000344,9.46,2023-02-10
BOM-001058,SKU-000132,SKU-000449,1.12,2023-11-21
BOM-001059,SKU-000583,SKU-000347,1.34,2025-06-12
BOM-001060,SKU-000007,SKU-000548,4.53,2025-05-05
BOM-001061,SKU-000399,SKU-000078,0.58,2024-02-02
BOM-001062,SKU-000570,SKU-000549,9.7,2024-09-07
BOM-001063,SKU-000538,SKU-000372,9.62,2023-11-12
BOM-001064,SKU-000170,SKU-000204,2.59,2024-06-26
BOM-001065,SKU-000506,SKU-000228,6.93,2024-07-08
BOM-001066,SKU-000118,SKU-000150,5.3,2023-06-20
BOM-001067,SKU-000139,SKU-000281,6.05,2025-11-04
BOM-001068,SKU-000362,SKU-000024,7.06,2023-03-05
BOM-001069,SKU-000230,SKU-000136,1.49,2025-04-09
BOM-001070,SKU-000505,SKU-000569,5.57,2023-08-05
BOM-001071,SKU-000134,SKU-000598,8.57,2023-03-11
BOM-001072,SKU-000039,SKU-000489,9.07,2025-11-28
BOM-001073,SKU-000120,SKU-000160,3.36,2025-06-26
BOM-001074,SKU-000332,SKU-000333,4.59,2023-08-23
BOM-001075,SKU-000085,SKU-000452,8.09,2023-11-07
BOM-001076,SKU-000250,SKU-000548,6.59,2025-12-12
BOM-001077,SKU-000222,SKU-000568,7.69,2024-06-30
BOM-001078,SKU-000508,SKU-000140,4.56,2023-06-22
BOM-001079,SKU-000216,SKU-000292,2.9,2025-08-24
BOM-001080,SKU-000568,SKU-000162,4.26,2023-10-25
BOM-001081,SKU-000275,SKU-000502,7.67,2025-05-14
BOM-001082,SKU-000421,SKU-000123,4.26,2023-07-31
BOM-001083,SKU-000373,SKU-000043,3.06,2025-06-20
BOM-001084,SKU-000226,SKU-000272,5.83,2023-08-19
BOM-001085,SKU-000106,SKU-000359,6.98,2023-12-10
BOM-001086,SKU-000058,SKU-000075,7.79,2024-05-10
BOM-001087,SKU-000307,SKU-000518,9.12,2024-03-01
BOM-001088,SKU-000099,SKU-000036,3.01,2024-07-26
BOM-001089,SKU-000342,SKU-000109,6.79,2025-12-12
BOM-001090,SKU-000122,SKU-000425,9.32,2024-10-22
BOM-001091,SKU-000265,SKU-000009,9.96,2024-12-27
BOM-001092,SKU-000500,SKU-000318,2.86,2024-06-18
BOM-001093,SKU-000408,SKU-000226,4.74,2025-09-10
BOM-001094,SKU-000157,SKU-000050,1.32,2024-03-17
BOM-001095,SKU-000568,SKU-000100,7.51,2023-11-04
BOM-001096,SKU-000550,SKU-000364,3.81,2024-02-01
BOM-001097,SKU-000034,SKU-000548,8.39,2023-04-13
BOM-001098,SKU-000455,SKU-000342,5.55,2023-01-02
BOM-001099,SKU-000325,SKU-000492,4.95,2024-10-15
BOM-001100,SKU-000024,SKU-000030,3.97,2025-04-19
BOM-001101,SKU-000436,SKU-000461,4.47,2024-05-23
BOM-001102,SKU-000066,SKU-000565,9.08,2024-01-17
BOM-001103,SKU-000320,SKU-000545,6.41,2023-12-10
BOM-001104,SKU-000241,SKU-000173,3.55,2025-02-05
BOM-001105,SKU-000039,SKU-000535,5.82,2024-10-07
BOM-001106,SKU-000318,SKU-000452,4.97,2025-03-05
BOM-001107,SKU-000360,SKU-000453,6.09,2023-11-29
BOM-001108,SKU-000392,SKU-000270,3.41,2024-03-03
BOM-001109,SKU-000140,SKU-000116,2.63,2023-08-29
BOM-001110,SKU-000250,SKU-000183,4.62,2023-06-11
BOM-001111,SKU-000138,SKU-000592,7.36,2024-03-09
BOM-001112,SKU-000250,SKU-000467,3.91,2024-07-06
BOM-001113,SKU-000071,SKU-000409,8.01,2023-07-12
BOM-001114,SKU-000421,SKU-000012,8.02,2025-10-27
BOM-001115,SKU-000357,SKU-000444,4.0,2024-01-14
BOM-001116,SKU-000308,SKU-000510,2.36,2023-12-25
BOM-001117,SKU-000232,SKU-000118,1.06,2025-06-12
BOM-001118,SKU-000482,SKU-000238,2.3,2024-12-11
BOM-001119,SKU-000262,SKU-000457,7.87,2024-04-16
BOM-001120,SKU-000419,SKU-000309,4.71,2025-09-19
BOM-001121,SKU-000442,SKU-000114,5.83,2024-08-09
BOM-001122,SKU-000590,SKU-000489,9.3,2023-09-29
BOM-001123,SKU-000463,SKU-000444,3.4,2025-05-04
BOM-001124,SKU-000195,SKU-000051,7.89,2023-05-31
BOM-001125,SKU-000164,SKU-000229,1.21,2025-03-23
BOM-001126,SKU-000103,SKU-000319,9.38,2025-11-24
BOM-001127,SKU-000477,SKU-000420,2.76,2024-12-25
BOM-001128,SKU-000080,SKU-000026,3.34,2024-12-01
BOM-001129,SKU-000411,SKU-000060,3.26,2023-12-04
BOM-001130,SKU-000583,SKU-000383,4.13,2024-07-22
BOM-001131,SKU-000115,SKU-000559,4.65,2025-11-09
BOM-001132,SKU-000482,SKU-000471,5.09,2024-10-24
BOM-001133,SKU-000371,SKU-000474,6.95,2023-11-01
BOM-001134,SKU-000489,SKU-000189,8.9,2025-04-10
BOM-001135,SKU-000361,SKU-000126,1.26,2024-11-22
BOM-001136,SKU-000546,SKU-000195,3.29,2023-11-18
BOM-001137,SKU-000421,SKU-000253,3.12,2024-04-01
BOM-001138,SKU-000264,SKU-000005,9.19,2025-08-19
BOM-001139,SKU-000368,SKU-000307,7.14,2023-01-06
BOM-001140,SKU-000010,SKU-000354,0.59,2023-05-13
BOM-001141,SKU-000186,SKU-000207,2.73,2025-04-11
BOM-001142,SKU-000503,SKU-000392,5.59,2024-05-08
BOM-001143,SKU-000083,SKU-000486,8.59,2023-03-17
BOM-001144,SKU-000545,SKU-000328,5.25,2023-03-17
BOM-001145,SKU-000083,SKU-000109,2.66,2024-05-06
BOM-001146,SKU-000490,SKU-000578,2.13,2025-06-04
BOM-001147,SKU-000007,SKU-000600,7.92,2023-03-03
BOM-001148,SKU-000251,SKU-000029,2.72,2023-04-12
BOM-001149,SKU-000140,SKU-000429,9.39,2025-10-07
BOM-001150,SKU-000094,SKU-000049,5.11,2024-12-21
BOM-001151,SKU-000115,SKU-000320,9.4,2025-08-11
BOM-001152,SKU-000122,SKU-000347,5.9,2023-07-26
BOM-001153,SKU-000119,SKU-000594,3.05,2023-07-30
BOM-001154,SKU-000298,SKU-000017,3.21,2025-02-02
BOM-001155,SKU-000564,SKU-000375,1.91,2025-04-12
BOM-001156,SKU-000032,SKU-000024,4.78,2025-12-16
BOM-001157,SKU-000115,SKU-000440,3.86,2023-01-08
BOM-001158,SKU-000158,SKU-000131,4.13,2024-11-10
BOM-001159,SKU-000233,SKU-000501,6.62,2023-11-08
BOM-001160,SKU-000144,SKU-000531,4.64,2025-03-29
BOM-001161,SKU-000094,SKU-000025,2.08,2025-05-26
BOM-001162,SKU-000186,SKU-000015,4.81,2024-04-18
BOM-001163,SKU-000317,SKU-000371,9.07,2023-04-28
BOM-001164,SKU-000066,SKU-000175,5.95,2023-02-20
BOM-001165,SKU-000142,SKU-000415,6.82,2025-01-18
BOM-001166,SKU-000504,SKU-000470,8.22,2024-06-14
BOM-001167,SKU-000571,SKU-000010,0.91,2024-08-18
BOM-001168,SKU-000570,SKU-000394,6.13,2024-03-13
BOM-001169,SKU-000110,SKU-000518,2.38,2023-04-17
BOM-001170,SKU-000251,SKU-000084,0.79,2023-12-30
BOM-001171,SKU-000516,SKU-000492,1.33,2023-06-25
BOM-001172,SKU-000487,SKU-000444,9.65,2024-04-10
BOM-001173,SKU-000504,SKU-000037,3.89,2025-01-11
BOM-001174,SKU-000556,SKU-000312,0.56,2023-08-28
BOM-001175,SKU-000553,SKU-000087,8.57,2024-08-02
BOM-001176,SKU-000002,SKU-000249,9.79,2024-04-17
BOM-001177,SKU-000197,SKU-000018,3.02,2024-09-04
BOM-001178,SKU-000378,SKU-000256,9.6,2025-04-17
BOM-001179,SKU-000120,SKU-000514,1.03,2025-11-28
BOM-001180,SKU-000039,SKU-000258,6.45,2024-05-16
BOM-001181,SKU-000302,SKU-000115,5.04,2024-01-03
BOM-001182,SKU-000479,SKU-000284,1.92,2023-05-24
BOM-001183,SKU-000197,SKU-000223,5.06,2024-12-21
BOM-001184,SKU-000397,SKU-000566,3.47,2025-08-14
BOM-001185,SKU-000305,SKU-000033,6.56,2025-03-03
BOM-001186,SKU-000262,SKU-000435,5.88,2023-10-20
BOM-001187,SKU-000017,SKU-000336,9.25,2025-01-23
BOM-001188,SKU-000524,SKU-000361,3.05,2024-04-19
BOM-001189,SKU-000224,SKU-000191,2.23,2024-04-08
BOM-001190,SKU-000575,SKU-000235,3.72,2024-07-01
BOM-001191,SKU-000204,SKU-000160,8.72,2025-09-01
BOM-001192,SKU-000005,SKU-000483,2.14,2024-02-12
BOM-001193,SKU-000061,SKU-000241,3.42,2023-08-14
BOM-001194,SKU-000294,SKU-000009,1.55,2025-11-04
BOM-001195,SKU-000460,SKU-000583,1.85,2023-06-04
BOM-001196,SKU-000538,SKU-000406,9.26,2024-10-02
BOM-001197,SKU-000399,SKU-000257,3.85,2025-11-01
BOM-001198,SKU-000370,SKU-000060,8.14,2024-07-11
BOM-001199,SKU-000212,SKU-000435,3.1,2025-04-03
BOM-001200,SKU-000226,SKU-000134,1.44,2024-03-10
BOM-001201,SKU-000190,SKU-000451,7.43,2024-02-26
BOM-001202,SKU-000401,SKU-000386,4.79,2023-11-21
BOM-001203,SKU-000050,SKU-000151,2.34,2024-03-06
BOM-001204,SKU-000402,SKU-000067,0.87,2025-05-24
BOM-001205,SKU-000085,SKU-000600,0.61,2025-03-04
BOM-001206,SKU-000093,SKU-000057,8.55,2024-01-31
BOM-001207,SKU-000253,SKU-000179,3.94,2025-03-25
BOM-001208,SKU-000089,SKU-000134,1.35,2025-09-29
BOM-001209,SKU-000044,SKU-000463,6.54,2024-06-03
BOM-001210,SKU-000400,SKU-000136,6.62,2025-09-14
BOM-001211,SKU-000328,SKU-000010,4.8,2024-03-27
BOM-001212,SKU-000439,SKU-000264,8.81,2025-11-01
BOM-001213,SKU-000368,SKU-000327,4.94,2024-10-10
BOM-001214,SKU-000505,SKU-000143,3.75,2025-05-09
BOM-001215,SKU-000016,SKU-000003,4.26,2023-03-14
BOM-001216,SKU-000248,SKU-000371,2.52,2024-05-03
BOM-001217,SKU-000017,SKU-000583,2.07,2023-08-18
BOM-001218,SKU-000334,SKU-000141,2.45,2024-02-20
BOM-001219,SKU-000235,SKU-000344,2.31,2025-11-25
BOM-001220,SKU-000078,SKU-000485,6.23,2023-11-06
BOM-001221,SKU-000153,SKU-000595,1.68,2025-12-22
BOM-001222,SKU-000182,SKU-000398,6.31,2023-08-11
BOM-001223,SKU-000471,SKU-000394,0.97,2025-03-24
BOM-001224,SKU-000487,SKU-000016,0.76,2024-08-24
BOM-001225,SKU-000124,SKU-000205,7.58,2023-06-02
BOM-001226,SKU-000297,SKU-000470,9.93,2025-03-14
BOM-001227,SKU-000406,SKU-000252,6.45,2024-01-06
BOM-001228,SKU-000011,SKU-000328,8.3,2023-11-04
BOM-001229,SKU-000155,SKU-000137,5.62,2025-04-19
BOM-001230,SKU-000430,SKU-000600,5.98,2025-05-29
BOM-001231,SKU-000144,SKU-000510,6.39,2025-02-04
BOM-001232,SKU-000407,SKU-000288,4.48,2023-12-05
BOM-001233,SKU-000220,SKU-000492,3.72,2025-08-31
BOM-001234,SKU-000120,SKU-000077,1.6,2024-04-24
BOM-001235,SKU-000103,SKU-000387,5.6,2025-03-11
BOM-001236,SKU-000264,SKU-000528,7.37,2023-12-15
BOM-001237,SKU-000301,SKU-000428,5.26,2024-10-24
BOM-001238,SKU-000251,SKU-000069,9.71,2023-07-04
BOM-001239,SKU-000402,SKU-000150,9.22,2025-02-08
BOM-001240,SKU-000211,SKU-000138,2.14,2025-06-01
BOM-001241,SKU-000113,SKU-000217,8.61,2025-06-21
BOM-001242,SKU-000320,SKU-000482,3.81,2023-03-26
BOM-001243,SKU-000265,SKU-000126,6.85,2025-10-05
BOM-001244,SKU-000272,SKU-000314,2.43,2024-09-21
BOM-001245,SKU-000370,SKU-000013,6.63,2023-08-16
BOM-001246,SKU-000067,SKU-000365,9.46,2023-04-04
BOM-001247,SKU-000335,SKU-000188,9.84,2024-09-02
BOM-001248,SKU-000406,SKU-000051,9.95,2023-10-02
BOM-001249,SKU-000316,SKU-000024,2.72,2025-10-07
BOM-001250,SKU-000193,SKU-000420,0.93,2025-10-05
BOM-001251,SKU-000437,SKU-000023,1.07,2024-09-21
BOM-001252,SKU-000203,SKU-000236,1.46,2024-10-05
BOM-001253,SKU-000273,SKU-000227,4.57,2025-04-01
BOM-001254,SKU-000490,SKU-000558,9.0,2023-04-02
BOM-001255,SKU-000475,SKU-000145,6.25,2025-05-13
BOM-001256,SKU-000019,SKU-000418,8.28,2025-06-28
BOM-001257,SKU-000143,SKU-000591,4.61,2024-07-31
BOM-001258,SKU-000022,SKU-000469,2.76,2023-08-03
BOM-001259,SKU-000385,SKU-000290,5.43,2025-11-10
BOM-001260,SKU-000169,SKU-000082,9.33,2024-06-08
BOM-001261,SKU-000416,SKU-000001,8.69,2023-08-30
BOM-001262,SKU-000287,SKU-000297,4.18,2025-11-02
BOM-001263,SKU-000162,SKU-000069,5.72,2025-09-19
BOM-001264,SKU-000496,SKU-000058,1.97,2023-08-23
BOM-001265,SKU-000281,SKU-000327,3.74,2025-08-20
BOM-001266,SKU-000374,SKU-000463,1.4,2023-05-26
BOM-001267,SKU-000435,SKU-000046,3.84,2025-07-20
BOM-001268,SKU-000575,SKU-000364,0.52,2025-02-19
BOM-001269,SKU-000026,SKU-000007,1.12,2024-06-21
BOM-001270,SKU-000415,SKU-000180,7.51,2023-06-15
BOM-001271,SKU-000183,SKU-000490,2.35,2025-08-17
BOM-001272,SKU-000452,SKU-000564,5.79,2024-11-23
BOM-001273,SKU-000299,SKU-000165,7.0,2024-09-07
BOM-001274,SKU-000588,SKU-000384,6.09,2023-03-24
BOM-001275,SKU-000392,SKU-000554,1.95,2024-08-03
BOM-001276,SKU-000291,SKU-000181,9.1,2024-10-04
BOM-001277,SKU-000590,SKU-000435,2.34,2025-09-27
BOM-001278,SKU-000216,SKU-000309,4.75,2023-01-09
BOM-001279,SKU-000264,SKU-000288,6.91,2024-08-15
BOM-001280,SKU-000408,SKU-000308,4.41,2025-10-05
BOM-001281,SKU-000317,SKU-000415,0.88,2025-10-08
BOM-001282,SKU-000001,SKU-000234,7.75,2025-05-29
BOM-001283,SKU-000102,SKU-000176,4.99,2024-01-22
BOM-001284,SKU-000116,SKU-000284,8.57,2023-11-30
BOM-001285,SKU-000259,SKU-000021,5.87,2025-11-24
BOM-001286,SKU-000042,SKU-000197,3.28,2023-08-11
BOM-001287,SKU-000074,SKU-000586,5.82,2023-11-07
BOM-001288,SKU-000451,SKU-000212,7.16,2024-01-10
BOM-001289,SKU-000041,SKU-000059,0.72,2023-04-20
BOM-001290,SKU-000434,SKU-000391,0.87,2024-03-18
BOM-001291,SKU-000582,SKU-000145,3.22,2024-05-04
BOM-001292,SKU-000135,SKU-000575,6.93,2023-02-24
BOM-001293,SKU-000171,SKU-000564,7.02,2024-08-26
BOM-001294,SKU-000468,SKU-000166,0.6,2024-06-30
BOM-001295,SKU-000124,SKU-000401,9.96,2025-12-21
BOM-001296,SKU-000076,SKU-000529,1.8,2024-02-16
BOM-001297,SKU-000108,SKU-000247,8.3,2023-09-01
BOM-001298,SKU-000524,SKU-000234,3.94,2024-03-16
BOM-001299,SKU-000104,SKU-000341,4.36,2025-01-08
BOM-001300,SKU-000512,SKU-000316,9.43,2025-10-24
BOM-001301,SKU-000049,SKU-000026,3.22,2025-12-08
BOM-001302,SKU-000281,SKU-000598,0.84,2024-11-11
BOM-001303,SKU-000469,SKU-000442,4.64,2025-02-23
BOM-001304,SKU-000152,SKU-000153,3.19,2024-03-21
BOM-001305,SKU-000250,SKU-000498,6.26,2023-12-07
BOM-001306,SKU-000521,SKU-000354,6.3,2025-01-31
BOM-001307,SKU-000016,SKU-000037,2.28,2024-01-02
